# Program:featureCounts v1.5.1; Command:"featureCounts" "-T" "24" "-s" "2" "-S" "fr" "-p" "-B" "-C" "-P" "-d" "40" "-D" "4000" "-t" "gene" "-g" "gene_id" "-a" "/opt/ngs_indexes/models/mm/mm10/gencode.vM14.annotation.gtf" "-o" "merged_counts/cytoplasmic.Naive.b1/all/all_counts.txt" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.000.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.010.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.020.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.030.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.040.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.060.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.090.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.120.b1.bam" 
Geneid	Chr	Start	End	Strand	Length	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.000.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.010.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.020.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.030.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.040.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.060.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.090.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.120.b1.bam
ENSMUSG00000098430.1	chr2	167063016	167063204	+	189	0	0	0	0	0	0	0	0
ENSMUSG00000077515.1	chr2	167063473	167063565	+	93	0	0	0	0	0	0	0	0
ENSMUSG00000077565.1	chr2	167064998	167065086	+	89	0	0	0	0	0	0	0	0
ENSMUSG00000077698.1	chr2	167065276	167065365	+	90	0	0	0	0	0	0	0	0
ENSMUSG00000081946.1	chr2	167087184	167087739	-	556	0	0	0	0	0	0	0	0
ENSMUSG00000083436.1	chr2	167093559	167093756	+	198	0	0	0	0	0	0	0	0
ENSMUSG00000050556.9	chr2	167095969	167190155	-	94187	2	1	0	2	2	3	1	3
ENSMUSG00000085151.7	chr2	167188702	167192808	+	4107	1	0	0	0	0	0	0	0
ENSMUSG00000017969.13	chr2	167191805	167240604	-	48800	0	0	0	5	0	0	0	1
ENSMUSG00000086098.1	chr2	167201576	167202799	+	1224	0	0	0	0	0	0	0	0
ENSMUSG00000083661.1	chr2	167281419	167281777	-	359	0	0	0	0	0	0	0	1
ENSMUSG00000017929.13	chr2	167298444	167349183	-	50740	5256	8107	6627	8737	11807	31473	19392	24556
ENSMUSG00000039463.14	chr2	167421712	167477000	+	55289	734	1256	788	916	1217	2263	927	1135
ENSMUSG00000047030.15	chr2	167481133	167492887	-	11755	947	1302	1006	980	1907	3574	2079	1663
ENSMUSG00000006418.17	chr2	167492645	167516173	+	23529	2562	3100	2489	2176	3333	5692	3247	4371
ENSMUSG00000082687.1	chr2	167535166	167535442	-	277	0	0	0	0	0	0	0	0
ENSMUSG00000042821.7	chr2	167538195	167542814	+	4620	0	0	0	1	0	2	3	8
ENSMUSG00000085596.1	chr2	167553314	167607845	+	54532	1	8	13	11	6	12	0	7
ENSMUSG00000081511.1	chr2	167591395	167591870	+	476	0	0	0	0	0	0	0	0
ENSMUSG00000078923.10	chr2	167607638	167632095	-	24458	0	0	0	0	1	3	0	2
ENSMUSG00000089739.2	chr2	167607850	167661496	-	53647	8	50	24	8	12	54	26	29
ENSMUSG00000090213.1	chr2	167642608	167689822	-	47215	20	51	34	47	58	199	32	23
ENSMUSG00000093476.1	chr2	167644364	167644459	-	96	0	0	0	0	0	0	0	0
ENSMUSG00000085914.1	chr2	167662109	167667697	+	5589	6	16	5	4	4	16	1	2
ENSMUSG00000056501.3	chr2	167688915	167690418	+	1504	808	662	2109	2829	3587	7086	3016	1379
ENSMUSG00000006462.6	chr2	167691177	167729172	+	37996	18	126	55	58	62	77	18	119
ENSMUSG00000084797.1	chr2	167777467	167782569	+	5103	21	119	78	74	46	18	3	3
ENSMUSG00000087624.1	chr2	167782053	167783486	+	1434	6	15	6	8	7	6	2	6
ENSMUSG00000087684.1	chr2	167827693	167833646	-	5954	1	6	6	2	4	3	1	2
ENSMUSG00000085411.1	chr2	167858585	167862542	+	3958	0	1	0	0	0	0	0	0
ENSMUSG00000027540.13	chr2	167932057	167979385	+	47329	6630	9335	6584	5908	9105	14007	6354	6614
ENSMUSG00000074577.9	chr2	167980164	168010618	-	30455	0	0	1	1	0	0	0	1
ENSMUSG00000086411.1	chr2	168010529	168011506	+	978	0	0	0	0	0	0	0	0
ENSMUSG00000092849.1	chr2	168064820	168064897	-	78	0	0	0	0	0	0	0	0
ENSMUSG00000044641.7	chr2	168081004	168101203	+	20200	2	0	0	1	1	1	1	0
ENSMUSG00000085267.1	chr2	168148017	168153533	-	5517	0	0	0	0	0	0	0	0
ENSMUSG00000087648.1	chr2	168152603	168154513	-	1911	0	0	0	0	0	0	0	0
ENSMUSG00000092923.1	chr2	168178158	168178252	-	95	0	0	0	0	0	0	0	1
ENSMUSG00000051149.15	chr2	168180986	168207112	-	26127	0	0	0	0	0	0	0	0
ENSMUSG00000093752.1	chr2	168180986	168230364	-	49379	11	26	10	10	10	20	2	10
ENSMUSG00000078919.10	chr2	168209048	168230591	-	21544	5	0	4	4	1	4	4	1
ENSMUSG00000074576.4	chr2	168230622	168232594	+	1973	180	191	144	96	169	206	105	105
ENSMUSG00000083342.1	chr2	168242001	168242430	-	430	0	0	0	0	0	0	0	0
ENSMUSG00000074575.4	chr2	168260117	168281736	-	21620	0	0	0	0	0	0	0	1
ENSMUSG00000086783.1	chr2	168289019	168295121	-	6103	0	0	0	0	0	0	0	0
ENSMUSG00000064961.1	chr2	168335700	168335836	+	137	0	0	0	0	0	0	0	0
ENSMUSG00000082239.1	chr2	168417730	168418574	-	845	0	0	0	0	0	0	0	0
ENSMUSG00000027544.16	chr2	168476410	168601657	-	125248	3036	4532	2899	2456	4404	5999	2288	1443
ENSMUSG00000027546.15	chr2	168634438	168742409	-	107972	22	23	22	22	32	62	21	21
ENSMUSG00000105496.1	chr2	168640696	168640759	-	64	0	0	0	0	0	0	0	0
ENSMUSG00000027547.17	chr2	168748332	168767943	-	19612	0	0	0	0	0	0	0	0
ENSMUSG00000085322.1	chr2	168766143	168768108	+	1966	0	0	0	0	0	0	0	0
ENSMUSG00000077761.1	chr2	168882040	168882168	-	129	0	0	0	0	0	0	0	0
ENSMUSG00000027551.15	chr2	168893331	168955587	-	62257	216	363	219	169	267	309	86	138
ENSMUSG00000086348.1	chr2	168978268	168978906	+	639	0	0	0	0	0	0	0	1
ENSMUSG00000086658.1	chr2	168986566	168987373	-	808	0	0	0	0	0	0	0	0
ENSMUSG00000052368.2	chr2	169020025	169021385	+	1361	1	2	0	1	5	4	0	0
ENSMUSG00000080415.1	chr2	169061120	169061240	+	121	0	0	0	0	0	0	0	0
ENSMUSG00000086238.1	chr2	169106453	169110415	+	3963	0	0	0	0	0	0	0	0
ENSMUSG00000085369.1	chr2	169234991	169237770	+	2780	0	0	0	0	0	0	0	0
ENSMUSG00000086840.1	chr2	169389081	169395524	+	6444	0	0	0	0	0	0	0	0
ENSMUSG00000085350.1	chr2	169399145	169405450	-	6306	0	0	0	0	0	0	0	0
ENSMUSG00000087074.1	chr2	169480617	169504843	+	24227	0	0	0	0	0	0	0	0
ENSMUSG00000078912.2	chr2	169582845	169587745	-	4901	0	0	0	0	0	0	0	0
ENSMUSG00000103662.1	chr2	169624056	169628318	-	4263	0	0	0	0	0	0	0	0
ENSMUSG00000047907.11	chr2	169633013	170071816	+	438804	0	0	0	8	0	0	0	0
ENSMUSG00000096972.7	chr2	169633646	169888503	-	254858	0	0	0	0	0	0	0	0
ENSMUSG00000103935.1	chr2	169962015	169963187	-	1173	0	0	0	0	0	0	0	0
ENSMUSG00000097065.1	chr2	170061240	170070671	-	9432	0	1	0	0	0	1	0	0
ENSMUSG00000052056.14	chr2	170108643	170148103	-	39461	2505	3860	3043	2303	3534	3488	2524	3306
ENSMUSG00000097514.1	chr2	170192449	170194053	-	1605	0	0	0	0	0	0	0	1
ENSMUSG00000084013.1	chr2	170285035	170285880	+	846	3	5	3	3	4	11	4	1
ENSMUSG00000013523.13	chr2	170346991	170427845	-	80855	0	0	0	1	3	2	2	1
ENSMUSG00000086999.1	chr2	170356361	170380435	+	24075	0	0	0	0	0	1	0	1
ENSMUSG00000086970.1	chr2	170405181	170407175	+	1995	0	0	0	0	0	0	0	0
ENSMUSG00000084067.3	chr2	170463514	170463819	-	306	3	2	2	2	3	6	0	3
ENSMUSG00000038567.5	chr2	170482708	170497145	-	14438	0	0	0	0	0	0	0	0
ENSMUSG00000052033.13	chr2	170496428	170519123	+	22696	89	142	129	105	147	234	127	96
ENSMUSG00000085495.1	chr2	170499357	170511927	-	12571	0	0	0	0	0	0	1	0
ENSMUSG00000085225.1	chr2	170576054	170578424	+	2371	0	0	0	0	0	0	0	0
ENSMUSG00000043583.1	chr2	170579418	170602017	-	22600	0	0	0	0	0	0	0	0
ENSMUSG00000085158.1	chr2	170652434	170662465	-	10032	0	0	0	0	0	0	0	0
ENSMUSG00000027560.4	chr2	170731807	170879769	+	147963	0	0	0	0	0	0	0	0
ENSMUSG00000080955.1	chr2	170954079	170954824	-	746	0	0	0	0	0	0	0	0
ENSMUSG00000084829.7	chr2	171193269	171271350	+	78082	0	0	0	0	0	0	0	0
ENSMUSG00000084818.1	chr2	171215499	171217947	+	2449	0	0	0	0	0	0	0	0
ENSMUSG00000086613.1	chr2	171234009	171238991	+	4983	0	0	0	0	0	0	0	0
ENSMUSG00000088505.1	chr2	171306168	171306431	-	264	0	0	0	0	0	0	0	0
ENSMUSG00000086823.7	chr2	171956879	171962824	-	5946	0	0	0	0	0	0	0	0
ENSMUSG00000085426.1	chr2	171988195	171989195	-	1001	0	0	0	0	0	0	0	0
ENSMUSG00000087100.1	chr2	171995941	172003995	-	8055	0	0	0	0	0	0	0	0
ENSMUSG00000067578.3	chr2	172036233	172043466	-	7234	0	0	0	0	0	0	0	0
ENSMUSG00000087409.1	chr2	172046526	172050134	+	3609	0	0	0	0	0	0	0	0
ENSMUSG00000083793.1	chr2	172100621	172101235	+	615	0	0	0	0	0	0	0	0
ENSMUSG00000105205.1	chr2	172176782	172176924	+	143	0	0	0	0	0	0	0	0
ENSMUSG00000038537.1	chr2	172248492	172251114	+	2623	0	0	0	0	0	0	0	0
ENSMUSG00000085949.1	chr2	172288133	172290520	+	2388	0	0	0	0	0	0	0	0
ENSMUSG00000085905.1	chr2	172324334	172338663	+	14330	0	0	0	0	0	0	0	0
ENSMUSG00000027495.4	chr2	172345565	172355749	+	10185	369	460	365	279	501	743	401	262
ENSMUSG00000027496.15	chr2	172356190	172370535	-	14346	70	84	41	50	112	179	155	51
ENSMUSG00000027498.14	chr2	172370681	172382448	+	11768	564	744	500	363	666	847	411	275
ENSMUSG00000074570.13	chr2	172393794	172433757	+	39964	29	50	27	48	117	265	183	122
ENSMUSG00000087633.1	chr2	172425804	172440560	-	14757	2	14	27	21	13	18	3	2
ENSMUSG00000027502.11	chr2	172440556	172469908	+	29353	2621	3531	2687	2358	3899	6945	3381	3082
ENSMUSG00000074569.4	chr2	172450313	172458596	-	8284	0	0	0	0	0	1	0	0
ENSMUSG00000027505.2	chr2	172472520	172474331	+	1812	4	16	12	12	9	25	1	4
ENSMUSG00000081344.5	chr2	172509521	172509691	-	171	188	179	182	146	285	405	173	166
ENSMUSG00000028640.11	chr2	172549593	172558622	+	9030	0	0	0	0	0	0	0	0
ENSMUSG00000093160.1	chr2	172864264	172864341	-	78	0	0	0	0	0	0	0	0
ENSMUSG00000008999.7	chr2	172868012	172940321	-	72310	0	0	0	0	0	0	0	0
ENSMUSG00000005883.15	chr2	172977700	172993576	+	15877	0	0	1	0	0	0	0	0
ENSMUSG00000027509.11	chr2	173000117	173015739	+	15623	448	613	472	341	582	917	353	356
ENSMUSG00000027510.17	chr2	173020498	173034734	+	14237	185	264	189	158	276	402	151	124
ENSMUSG00000092596.1	chr2	173022503	173022956	-	454	0	0	0	0	0	1	0	0
ENSMUSG00000087442.1	chr2	173025685	173034580	-	8896	0	0	0	0	0	1	0	0
ENSMUSG00000070495.11	chr2	173093609	173119525	-	25917	0	0	0	0	0	0	0	0
ENSMUSG00000087382.7	chr2	173110818	173133204	+	22387	0	0	0	0	0	0	0	0
ENSMUSG00000027513.11	chr2	173153048	173159273	+	6226	0	0	0	0	0	0	1	0
ENSMUSG00000027514.14	chr2	173206612	173218923	-	12312	2155	2326	1843	1498	2266	3781	2068	3205
ENSMUSG00000038400.15	chr2	173224458	173276533	-	52076	5	4	4	18	8	14	16	23
ENSMUSG00000087600.1	chr2	173276698	173278428	+	1731	0	0	0	0	0	0	0	0
ENSMUSG00000086114.1	chr2	173394566	173395720	+	1155	0	0	0	0	0	0	0	0
ENSMUSG00000027518.3	chr2	173522586	173528501	+	5916	0	0	0	0	0	0	0	0
ENSMUSG00000027517.13	chr2	173568666	173578365	-	9700	0	0	0	0	0	1	0	0
ENSMUSG00000055897.13	chr2	173579320	173659640	-	80321	199	489	210	232	199	392	117	322
ENSMUSG00000027519.10	chr2	173659760	173707343	+	47584	2377	3169	2318	1863	2791	4963	2290	3134
ENSMUSG00000098588.1	chr2	173701030	173701148	-	119	0	1	0	1	1	0	0	0
ENSMUSG00000057047.5	chr2	173719415	173722089	+	2675	0	0	0	1	0	0	0	1
ENSMUSG00000054455.4	chr2	173737511	173784336	+	46826	3141	3971	3227	2578	4128	7014	3076	2681
ENSMUSG00000085938.1	chr2	173793437	173847670	-	54234	0	0	0	0	0	0	0	0
ENSMUSG00000082543.1	chr2	173920352	173920826	-	475	0	0	1	1	0	0	0	0
ENSMUSG00000081700.1	chr2	173984482	173984691	-	210	0	0	0	0	0	0	0	0
ENSMUSG00000082519.1	chr2	174046619	174047273	-	655	1	1	2	4	2	4	1	1
ENSMUSG00000027522.15	chr2	174076308	174099771	+	23464	1691	2717	1716	1593	2229	3416	1696	2083
ENSMUSG00000039263.16	chr2	174110349	174123070	+	12722	930	1240	902	773	1229	2038	989	886
ENSMUSG00000074555.5	chr2	174125038	174183918	-	58881	0	0	0	0	0	0	0	0
ENSMUSG00000098467.1	chr2	174247928	174247995	+	68	0	0	0	0	0	0	0	0
ENSMUSG00000065521.1	chr2	174267047	174267125	-	79	0	0	0	0	0	0	0	0
ENSMUSG00000065410.1	chr2	174267504	174267585	-	82	0	0	0	0	0	0	0	0
ENSMUSG00000086537.7	chr2	174281237	174295436	-	14200	1	3	0	1	1	0	0	1
ENSMUSG00000027523.19	chr2	174284320	174346744	+	62425	13677	16339	13559	11339	18022	28932	14680	12234
ENSMUSG00000099106.1	chr2	174286608	174286671	+	64	0	0	0	0	0	0	0	0
ENSMUSG00000098535.1	chr2	174295071	174295192	+	122	0	0	0	0	0	0	0	0
ENSMUSG00000098342.1	chr2	174295337	174295461	+	125	0	0	0	0	0	0	0	0
ENSMUSG00000090625.1	chr2	174330319	174346712	-	16394	74	44	82	60	124	216	76	40
ENSMUSG00000016253.12	chr2	174415804	174427502	+	11699	327	427	278	269	382	638	307	239
ENSMUSG00000016256.10	chr2	174427493	174439039	-	11547	22338	27635	23761	19980	29421	54390	24510	22529
ENSMUSG00000082641.1	chr2	174440929	174441289	-	361	0	0	0	0	0	0	0	0
ENSMUSG00000016255.5	chr2	174450695	174457882	+	7188	40	44	42	48	64	106	59	32
ENSMUSG00000016252.7	chr2	174461072	174464105	-	3034	1122	1130	1156	973	1656	2767	1253	946
ENSMUSG00000016257.15	chr2	174465067	174473081	-	8015	769	920	820	652	1079	1747	1008	872
ENSMUSG00000080158.2	chr2	174484701	174485576	-	876	0	0	0	0	0	0	0	0
ENSMUSG00000082353.1	chr2	174591230	174591802	+	573	0	0	0	0	0	0	0	0
ENSMUSG00000050600.5	chr2	174643534	174710832	+	67299	1	5	4	1	3	12	2	4
ENSMUSG00000027524.9	chr2	174760619	174784042	+	23424	0	0	0	0	0	0	0	0
ENSMUSG00000084795.1	chr2	174835964	174841174	-	5211	0	0	0	0	0	0	0	0
ENSMUSG00000087215.1	chr2	174842305	174853357	-	11053	0	0	0	0	0	0	0	0
ENSMUSG00000086177.1	chr2	174856289	174866531	+	10243	0	0	0	0	0	0	0	0
ENSMUSG00000078906.9	chr2	175010241	175019248	+	9008	0	0	0	0	0	0	0	0
ENSMUSG00000085608.1	chr2	175023354	175023503	-	150	0	0	0	0	0	0	0	0
ENSMUSG00000082112.1	chr2	175038121	175041036	+	2916	0	0	0	0	0	0	0	0
ENSMUSG00000078905.8	chr2	175061549	175067781	-	6233	2	6	2	4	3	4	2	1
ENSMUSG00000084050.3	chr2	175062436	175062876	+	441	0	0	0	0	0	0	0	0
ENSMUSG00000080888.3	chr2	175086501	175089918	+	3418	0	7	6	1	6	5	2	1
ENSMUSG00000081949.3	chr2	175104454	175110015	-	5562	0	1	0	0	0	0	0	1
ENSMUSG00000090093.8	chr2	175129493	175142012	-	12520	30	84	51	29	27	59	18	19
ENSMUSG00000087588.1	chr2	175153998	175154228	+	231	0	0	0	0	0	0	0	0
ENSMUSG00000078902.3	chr2	175166255	175175871	-	9617	3	9	6	2	2	5	1	2
ENSMUSG00000078903.10	chr2	175191065	175206917	-	15853	0	0	0	0	0	0	0	0
ENSMUSG00000082376.1	chr2	175228176	175231291	-	3116	0	0	0	0	0	0	0	0
ENSMUSG00000084323.4	chr2	175270556	175271179	+	624	0	0	0	0	0	0	0	0
ENSMUSG00000078901.8	chr2	175275125	175286805	+	11681	0	0	0	0	0	0	0	0
ENSMUSG00000085699.1	chr2	175304097	175304333	-	237	0	0	0	0	0	0	0	0
ENSMUSG00000078899.9	chr2	175321955	175338197	-	16243	0	0	0	0	0	0	0	0
ENSMUSG00000078898.9	chr2	175372436	175384201	+	11766	0	0	0	0	0	0	0	0
ENSMUSG00000095231.1	chr2	175401664	175401954	-	291	0	0	0	0	0	0	0	0
ENSMUSG00000078897.10	chr2	175422300	175435807	-	13508	0	0	0	0	0	0	0	0
ENSMUSG00000078896.11	chr2	175469985	175482171	+	12187	0	0	0	0	0	0	0	0
ENSMUSG00000094475.7	chr2	175643978	175653860	+	9883	0	0	0	0	0	0	0	0
ENSMUSG00000084852.1	chr2	175674203	175674491	+	289	0	0	0	0	0	0	0	0
ENSMUSG00000095545.7	chr2	175692223	175703646	-	11424	0	0	0	0	0	0	0	0
ENSMUSG00000094932.7	chr2	175741537	175751419	+	9883	0	0	0	0	0	0	0	0
ENSMUSG00000085366.1	chr2	175771853	175772062	+	210	0	0	0	0	0	0	0	0
ENSMUSG00000078889.11	chr2	175789357	175801093	-	11737	0	0	0	0	0	1	0	0
ENSMUSG00000083481.4	chr2	175804983	175805606	-	624	0	0	0	0	0	0	0	0
ENSMUSG00000086941.1	chr2	175844964	175846922	+	1959	0	0	0	0	0	0	0	0
ENSMUSG00000078887.10	chr2	175869219	175881248	+	12030	0	0	0	0	0	0	0	0
ENSMUSG00000085288.1	chr2	175901725	175901893	+	169	0	0	0	0	0	0	0	0
ENSMUSG00000089756.2	chr2	175918881	175931100	-	12220	0	0	0	0	0	0	0	0
ENSMUSG00000078886.12	chr2	175965331	175980303	+	14973	0	0	0	0	0	0	0	0
ENSMUSG00000078891.4	chr2	176097450	176100706	+	3257	0	0	0	0	0	0	0	0
ENSMUSG00000085103.3	chr2	176116023	176117866	-	1844	0	0	0	0	0	0	0	0
ENSMUSG00000095648.7	chr2	176141591	176149825	-	8235	0	0	0	0	0	0	0	0
ENSMUSG00000086367.1	chr2	176201042	176203572	+	2531	0	0	0	0	0	0	0	0
ENSMUSG00000078894.9	chr2	176226569	176240328	+	13760	0	0	1	0	0	0	0	0
ENSMUSG00000094108.1	chr2	176257249	176258516	+	1268	0	0	0	0	0	0	0	0
ENSMUSG00000084858.1	chr2	176298827	176302568	+	3742	0	0	0	0	0	0	0	0
ENSMUSG00000078895.4	chr2	176317638	176319494	-	1857	0	0	0	0	0	0	0	0
ENSMUSG00000089951.8	chr2	176423594	176435761	+	12168	0	0	0	0	0	0	0	0
ENSMUSG00000086489.1	chr2	176452627	176452840	-	214	0	0	0	0	0	0	0	0
ENSMUSG00000078881.10	chr2	176473278	176486783	-	13506	0	0	0	0	0	0	0	0
ENSMUSG00000095199.7	chr2	176521056	176532479	+	11424	0	0	0	0	0	0	0	0
ENSMUSG00000094360.1	chr2	176602206	176602496	-	291	0	0	0	0	0	0	0	0
ENSMUSG00000078880.10	chr2	176613364	176636344	-	22981	0	0	0	0	0	0	0	0
ENSMUSG00000078879.10	chr2	176670522	176719085	+	48564	0	3	4	0	1	0	0	0
ENSMUSG00000078878.9	chr2	176708328	176721813	+	13486	94	139	93	62	126	139	66	54
ENSMUSG00000081003.1	chr2	176742172	176742495	+	324	0	0	0	0	0	0	0	0
ENSMUSG00000081599.1	chr2	176754399	176757439	-	3041	0	0	0	0	0	0	0	0
ENSMUSG00000078877.11	chr2	176798612	176811223	+	12612	103	151	108	78	121	128	54	56
ENSMUSG00000078876.10	chr2	176831140	176836730	+	5591	0	0	0	0	0	0	0	0
ENSMUSG00000083170.1	chr2	176851851	176855548	-	3698	0	0	0	0	0	0	0	0
ENSMUSG00000074527.11	chr2	176892509	176927809	-	35301	0	0	0	0	0	0	0	0
ENSMUSG00000081326.1	chr2	176950908	176953323	-	2416	0	0	0	0	0	0	0	0
ENSMUSG00000078875.10	chr2	177000956	177012787	+	11832	2	1	1	0	0	3	0	0
ENSMUSG00000083317.1	chr2	177032655	177038354	+	5700	0	0	0	0	0	0	0	0
ENSMUSG00000083111.1	chr2	177053516	177056838	-	3323	2	11	4	3	7	12	3	0
ENSMUSG00000078872.9	chr2	177074320	177087347	+	13028	1	0	0	0	1	0	0	0
ENSMUSG00000082023.3	chr2	177085356	177085802	-	447	0	0	0	0	0	0	0	0
ENSMUSG00000082377.1	chr2	177103564	177106488	-	2925	0	1	0	0	0	0	0	0
ENSMUSG00000082765.3	chr2	177125463	177127709	-	2247	4	1	1	0	1	3	0	0
ENSMUSG00000082724.3	chr2	177138660	177142331	+	3672	0	0	0	0	0	0	0	0
ENSMUSG00000081590.1	chr2	177167290	177172870	-	5581	0	2	0	2	0	0	0	1
ENSMUSG00000078870.9	chr2	177183453	177206421	-	22969	114	200	92	75	94	154	56	71
ENSMUSG00000083817.1	chr2	177225473	177228963	-	3491	0	0	0	0	1	0	0	0
ENSMUSG00000078869.2	chr2	177264654	177267036	-	2383	0	0	0	0	0	0	0	0
ENSMUSG00000078868.3	chr2	177314520	177324307	-	9788	0	0	0	2	0	1	0	0
ENSMUSG00000078867.9	chr2	177387124	177398320	-	11197	10	19	6	4	5	10	5	5
ENSMUSG00000082343.1	chr2	177419902	177422936	-	3035	0	0	0	0	0	0	0	0
ENSMUSG00000083619.3	chr2	177460275	177460847	+	573	0	0	0	0	0	0	0	0
ENSMUSG00000078866.10	chr2	177464733	177478129	+	13397	119	220	106	85	120	118	34	34
ENSMUSG00000094786.1	chr2	177498215	177509763	+	11549	57	79	53	42	76	58	30	21
ENSMUSG00000085513.1	chr2	177541681	177542557	-	877	0	0	0	0	0	0	0	0
ENSMUSG00000078865.8	chr2	177569204	177578210	-	9007	0	0	0	0	0	0	0	0
ENSMUSG00000080709.1	chr2	177734300	177738757	+	4458	0	0	0	0	0	0	0	0
ENSMUSG00000078864.10	chr2	177759288	177770472	+	11185	4	7	8	6	6	17	5	8
ENSMUSG00000095362.7	chr2	177831791	177840336	-	8546	382	592	358	290	531	873	503	490
ENSMUSG00000081574.1	chr2	177852152	177855503	-	3352	0	3	2	2	3	6	0	0
ENSMUSG00000082901.1	chr2	177892638	177893264	+	627	0	0	0	0	1	0	0	0
ENSMUSG00000074521.9	chr2	177897096	177905784	+	8689	7	11	2	2	1	7	1	2
ENSMUSG00000074529.10	chr2	177903340	177925613	-	22274	13	42	11	11	15	39	10	12
ENSMUSG00000078862.10	chr2	177935993	177957297	-	21305	398	651	418	310	431	639	341	275
ENSMUSG00000083702.1	chr2	177980534	177982700	-	2167	0	0	0	0	0	0	0	0
ENSMUSG00000074519.11	chr2	178023284	178034022	+	10739	227	330	186	156	230	306	76	100
ENSMUSG00000097879.1	chr2	178023808	178028736	-	4929	1	2	1	1	2	3	1	0
ENSMUSG00000078861.8	chr2	178067695	178078476	-	10782	102	114	93	75	118	196	75	90
ENSMUSG00000027525.17	chr2	178118975	178338492	+	219518	1	1	0	1	0	0	0	0
ENSMUSG00000060445.11	chr2	178345293	178407685	-	62393	1	0	0	4	0	2	1	1
ENSMUSG00000049999.4	chr2	178411206	178414472	-	3267	95	119	64	61	86	78	63	69
ENSMUSG00000070476.10	chr2	178414524	178424428	+	9905	202	234	207	122	245	319	184	206
ENSMUSG00000039155.15	chr2	178430531	178487366	+	56836	0	1	0	0	0	1	0	0
ENSMUSG00000082215.3	chr2	179020119	179021133	-	1015	0	0	0	0	0	0	0	0
ENSMUSG00000061897.5	chr2	179177425	179177880	+	456	1	1	1	2	6	7	3	4
ENSMUSG00000081481.1	chr2	179240490	179241066	+	577	0	0	0	0	0	0	0	0
ENSMUSG00000081882.1	chr2	179364293	179365043	+	751	0	0	0	0	0	0	0	0
ENSMUSG00000039138.1	chr2	179414936	179416882	+	1947	0	0	0	0	0	0	0	0
ENSMUSG00000000305.12	chr2	179442431	179899373	+	456943	3	6	3	4	2	6	1	1
ENSMUSG00000083410.1	chr2	179612622	179613567	-	946	0	0	0	0	0	0	0	0
ENSMUSG00000039117.15	chr2	179912152	179976646	-	64495	552	898	603	542	806	1137	425	453
ENSMUSG00000085704.1	chr2	179975993	179979013	+	3021	63	81	51	50	64	120	51	55
ENSMUSG00000082850.1	chr2	179993188	179993584	+	397	0	0	0	0	0	0	0	0
ENSMUSG00000039108.14	chr2	180024987	180035465	+	10479	599	704	595	439	778	1150	541	403
ENSMUSG00000027566.14	chr2	180036373	180042433	-	6061	1359	1612	1317	1027	1736	2521	1375	1123
ENSMUSG00000039086.9	chr2	180042509	180070201	+	27693	150	235	169	136	197	227	58	85
ENSMUSG00000039069.19	chr2	180070588	180085902	+	15315	174	222	146	92	181	241	87	95
ENSMUSG00000039059.11	chr2	180099465	180104488	-	5024	0	0	0	0	0	0	0	0
ENSMUSG00000090589.1	chr2	180099913	180101502	+	1590	0	0	0	0	0	0	0	0
ENSMUSG00000039050.8	chr2	180119306	180162680	+	43375	570	843	543	449	791	1083	488	259
ENSMUSG00000039041.15	chr2	180171485	180176286	+	4802	854	1120	859	689	1240	2113	1192	1053
ENSMUSG00000015647.9	chr2	180176373	180225859	-	49487	1	2	0	5	0	2	1	7
ENSMUSG00000098735.1	chr2	180179755	180179823	-	69	0	0	0	0	0	0	0	0
ENSMUSG00000039001.12	chr2	180257377	180258445	+	1069	4119	5128	4408	3658	5512	8546	4657	3520
ENSMUSG00000092827.1	chr2	180257536	180257611	+	76	0	0	0	0	0	0	0	0
ENSMUSG00000038990.14	chr2	180258540	180273496	-	14957	238	335	243	203	332	511	212	266
ENSMUSG00000038980.1	chr2	180277646	180289879	-	12234	0	0	0	0	0	0	0	0
ENSMUSG00000015627.5	chr2	180325133	180334699	-	9567	0	0	0	0	0	0	0	0
